Date-time CET-CEST (DD/MM/YYYY HH:mm);DMA A (L/s);DMA B (L/s);DMA C (L/s);DMA D (L/s);DMA E (L/s);DMA F (L/s);DMA G (L/s);DMA H (L/s);DMA I (L/s);DMA J (L/s)
04/05/2022 17:00;5.73;9.53;4.43;36.90;79.67;9.76;25.14;24.55;23.68;30.12
04/05/2022 18:00;6.66;11.15;5.38;37.95;82.77;10.93;28.38;24.69;23.49;29.89
04/05/2022 19:00;7.56;11.16;5.65;39.44;90.78;10.43;31.72;25.15;23.28;29.58
04/05/2022 20:00;7.35;10.37;4.70;40.87;91.64;10.80;32.25;24.95;22.45;28.21
04/05/2022 21:00;6.32;9.53;4.15;32.09;85.52;9.46;28.74;22.49;22.39;28.21
04/05/2022 22:00;5.01;8.51;3.57;28.18;75.53;7.63;25.72;19.86;22.71;27.09
04/05/2022 23:00;4.86;8.16;3.45;30.66;68.42;9.45;22.55;17.56;22.21;25.15
05/05/2022 00:00;4.30;7.66;2.76;27.38;59.93;8.32;19.98;14.50;20.15;22.23
05/05/2022 01:00;4.04;7.27;2.00;25.15;54.00;7.85;17.77;12.97;20.18;22.70
05/05/2022 02:00;4.52;7.37;2.06;25.47;52.48;7.99;16.96;12.33;20.94;23.85
05/05/2022 03:00;4.86;7.49;1.95;25.24;52.39;7.37;16.83;11.85;20.98;23.16
05/05/2022 04:00;4.25;7.17;1.89;21.68;53.23;7.31;17.24;11.98;20.21;22.85
05/05/2022 05:00;4.51;7.76;2.66;23.58;57.59;7.27;18.93;14.44;20.03;22.93
05/05/2022 06:00;7.49;9.27;4.39;32.13;77.07;9.91;26.67;18.64;23.99;30.78
05/05/2022 07:00;8.76;11.42;5.32;43.51;107.13;10.90;36.66;27.53;24.64;33.62
05/05/2022 08:00;8.85;10.59;5.40;44.35;102.95;12.36;34.64;30.35;25.91;34.60
05/05/2022 09:00;8.58;9.93;5.34;40.75;93.65;10.98;31.41;29.04;26.40;34.14
05/05/2022 10:00;8.01;9.64;5.03;36.59;87.20;8.35;29.44;27.83;26.54;33.80
05/05/2022 11:00;8.59;9.15;4.63;35.12;83.44;9.32;25.90;24.73;26.48;34.75
05/05/2022 12:00;7.57;9.03;5.36;33.44;84.02;10.44;25.80;26.96;26.26;33.59
05/05/2022 13:00;8.52;9.17;4.36;30.79;82.54;8.60;27.65;26.44;30.85;34.38
05/05/2022 14:00;9.74;8.99;3.92;33.28;80.85;10.01;26.78;25.11;32.28;35.78
05/05/2022 15:00;9.42;8.92;3.87;36.80;82.37;8.61;24.60;23.82;29.92;33.96
05/05/2022 16:00;8.11;8.99;3.80;38.38;84.20;8.23;25.37;23.84;26.12;30.71
05/05/2022 17:00;7.22;9.70;4.33;33.80;80.01;9.96;26.55;24.36;25.01;30.14
05/05/2022 18:00;6.83;9.75;4.36;38.47;83.12;9.46;26.60;24.26;23.65;30.72
05/05/2022 19:00;7.54;9.92;4.29;36.48;88.73;10.06;29.81;24.92;25.26;32.80
05/05/2022 20:00;7.45;10.14;4.32;37.34;90.06;10.86;31.16;24.79;23.97;30.69
05/05/2022 21:00;6.28;9.36;3.76;35.05;85.28;10.62;27.67;23.10;22.35;28.55
05/05/2022 22:00;4.40;8.36;3.46;30.10;75.42;8.61;24.74;20.58;20.29;24.70
05/05/2022 23:00;3.46;8.02;3.55;29.69;69.20;8.00;23.03;17.93;22.12;25.35
06/05/2022 00:00;2.85;7.58;2.71;25.63;60.31;7.93;20.05;14.99;20.35;22.81
06/05/2022 01:00;2.46;7.28;2.10;24.98;54.87;7.88;17.36;13.07;20.45;23.00
06/05/2022 02:00;2.48;7.33;2.16;21.58;53.26;7.32;16.58;12.00;19.58;22.33
06/05/2022 03:00;6.40;7.25;2.61;21.72;53.15;6.99;16.68;11.75;19.70;22.34
06/05/2022 04:00;5.90;7.05;2.41;20.50;53.32;7.26;16.73;11.63;18.81;20.92
06/05/2022 05:00;6.24;7.62;2.89;25.39;57.21;7.05;18.17;13.33;21.32;24.22
06/05/2022 06:00;6.78;8.61;3.35;36.05;74.93;9.50;24.82;17.68;20.91;25.37
06/05/2022 07:00;8.02;9.80;4.30;43.92;100.73;11.67;32.84;26.21;25.82;32.95
06/05/2022 08:00;8.59;9.70;4.23;42.37;97.83;10.14;32.05;28.47;27.85;33.41
06/05/2022 09:00;8.82;9.38;3.74;37.38;92.08;9.57;30.47;28.69;26.00;34.80
06/05/2022 10:00;8.99;9.21;3.26;31.60;85.85;9.72;27.78;27.57;30.12;34.28
06/05/2022 11:00;8.26;8.80;3.20;32.11;83.12;9.40;26.40;26.27;30.03;35.04
06/05/2022 12:00;7.49;8.33;3.14;30.49;82.26;8.64;26.19;26.87;27.58;33.07
06/05/2022 13:00;8.24;8.64;3.26;36.73;85.09;9.26;25.80;27.38;24.66;31.93
06/05/2022 14:00;7.78;8.38;3.37;35.13;81.65;9.05;25.80;25.48;26.54;35.66
06/05/2022 15:00;7.11;8.42;3.43;34.39;78.29;9.43;24.40;23.95;23.47;29.39
06/05/2022 16:00;6.11;8.32;3.66;33.69;78.34;10.00;24.67;23.16;25.52;32.48
06/05/2022 17:00;6.34;8.66;3.70;32.68;79.10;9.98;24.01;23.51;22.98;28.69
06/05/2022 18:00;6.86;8.93;3.73;32.66;82.24;9.57;26.04;22.83;23.22;28.74
06/05/2022 19:00;7.22;9.30;3.90;36.88;85.73;11.14;27.66;24.55;21.96;28.31
06/05/2022 20:00;7.32;9.07;3.60;36.92;86.57;10.87;27.41;23.47;22.06;#N/A
06/05/2022 21:00;5.82;8.77;3.38;34.38;78.93;10.48;26.53;21.65;21.23;27.00
06/05/2022 22:00;5.23;8.34;2.85;30.48;72.14;8.55;24.80;19.25;22.29;26.05
06/05/2022 23:00;4.60;7.94;3.18;28.15;68.58;9.50;22.77;17.76;20.37;23.47
07/05/2022 00:00;4.62;7.56;2.67;27.55;61.63;6.80;20.41;15.37;18.89;22.21
07/05/2022 01:00;4.09;7.36;1.92;25.79;56.89;7.70;18.50;13.64;18.14;20.64
07/05/2022 02:00;4.40;7.17;1.83;22.60;54.23;6.72;17.23;12.30;18.88;21.20
07/05/2022 03:00;5.15;7.16;1.79;21.15;53.73;7.16;17.18;11.58;19.34;21.85
07/05/2022 04:00;3.02;7.15;1.82;24.29;53.77;7.10;17.60;11.44;18.82;20.70
07/05/2022 05:00;3.30;7.50;2.10;25.40;55.97;7.27;19.12;13.12;19.17;22.13
07/05/2022 06:00;4.54;7.72;2.95;29.38;65.34;8.33;22.02;15.67;20.05;24.06
07/05/2022 07:00;6.71;8.72;3.66;36.50;79.97;7.79;25.81;20.30;22.53;27.28
07/05/2022 08:00;7.27;10.02;4.38;40.51;95.85;9.90;32.01;25.91;22.88;29.51
07/05/2022 09:00;8.29;10.19;4.66;46.79;99.73;12.73;34.85;28.82;22.29;29.89
07/05/2022 10:00;7.59;9.87;4.52;40.18;99.19;12.23;33.43;28.61;22.27;28.78
07/05/2022 11:00;7.31;9.80;4.30;39.87;93.32;11.76;29.91;25.64;24.00;29.11
07/05/2022 12:00;7.72;9.21;4.23;36.29;91.15;12.21;28.46;24.76;21.18;27.54
07/05/2022 13:00;7.77;9.70;4.00;40.03;89.55;10.09;29.72;25.04;21.16;26.70
07/05/2022 14:00;7.96;9.27;3.96;36.91;85.15;10.24;26.63;22.59;20.64;25.37
07/05/2022 15:00;6.59;9.39;3.84;36.09;80.45;9.61;25.73;22.39;19.76;24.55
07/05/2022 16:00;5.79;9.15;3.88;35.21;80.84;9.05;26.64;21.32;19.71;24.25
07/05/2022 17:00;5.06;9.01;3.82;33.11;80.80;9.36;#N/A;21.23;20.35;25.33
07/05/2022 18:00;5.25;9.29;3.74;32.63;80.22;9.21;27.23;22.15;20.80;25.93
07/05/2022 19:00;5.37;9.13;4.12;35.80;83.83;11.04;26.88;21.58;19.66;25.11
07/05/2022 20:00;5.74;9.61;4.06;36.84;82.82;9.79;27.75;21.05;19.13;24.53
07/05/2022 21:00;4.71;8.63;3.37;31.57;78.18;10.60;26.19;19.41;18.80;23.16
07/05/2022 22:00;4.64;8.33;2.89;31.83;71.35;8.98;22.77;17.61;18.79;22.57
07/05/2022 23:00;4.62;7.91;2.67;31.19;67.78;8.36;22.89;16.44;18.94;22.97
08/05/2022 00:00;4.30;7.56;2.39;27.58;62.32;8.72;20.24;14.84;18.68;21.81
08/05/2022 01:00;4.16;7.31;2.16;26.48;57.48;8.53;18.88;12.95;18.69;21.46
08/05/2022 02:00;4.09;7.25;2.01;22.96;54.69;7.78;17.23;12.41;18.35;21.16
08/05/2022 03:00;#N/A;7.21;2.44;19.25;53.59;7.59;17.55;11.18;18.47;20.98
08/05/2022 04:00;4.05;7.32;2.55;22.22;53.42;7.49;17.74;11.12;17.89;20.10
08/05/2022 05:00;4.02;7.35;2.82;27.59;54.95;6.94;18.43;12.24;18.22;20.53
08/05/2022 06:00;4.44;7.83;2.65;30.78;61.77;7.94;21.74;13.17;18.73;21.61
08/05/2022 07:00;6.02;8.64;3.30;33.72;72.70;9.46;23.25;16.42;20.09;24.46
08/05/2022 08:00;8.89;9.83;4.52;40.43;88.17;10.21;29.33;22.64;19.72;26.70
08/05/2022 09:00;10.76;10.57;5.47;47.45;102.31;10.74;33.86;25.01;19.96;26.93
08/05/2022 10:00;7.53;10.51;5.43;43.17;103.80;9.96;34.70;26.33;19.43;26.20
08/05/2022 11:00;6.74;10.42;4.87;40.78;96.71;11.93;31.78;24.75;19.72;27.07
08/05/2022 12:00;6.11;10.28;5.08;40.01;91.51;11.02;30.61;22.63;19.97;26.05
08/05/2022 13:00;6.07;10.21;4.26;35.63;87.47;11.32;29.93;21.78;19.38;25.89
08/05/2022 14:00;5.96;10.08;4.16;36.17;83.24;9.46;28.76;20.79;19.62;25.13
08/05/2022 15:00;6.14;10.30;4.25;35.74;79.02;10.12;28.43;20.69;20.18;25.12
08/05/2022 16:00;5.14;10.24;4.43;34.65;81.00;9.35;25.77;20.61;19.84;25.08
08/05/2022 17:00;6.65;10.60;4.28;36.10;78.40;10.28;26.42;20.58;19.35;24.66
08/05/2022 18:00;7.18;10.24;4.95;36.58;84.10;8.43;28.29;20.07;19.13;25.09
08/05/2022 19:00;7.90;10.41;5.01;35.52;87.96;9.60;29.56;20.95;19.80;25.24
08/05/2022 20:00;7.58;10.35;4.38;39.54;90.55;9.82;31.41;21.67;20.22;25.31
08/05/2022 21:00;7.34;9.78;4.10;37.65;83.60;10.58;27.89;20.89;18.85;23.75
08/05/2022 22:00;6.29;8.70;3.25;33.23;76.44;8.44;24.92;19.00;19.30;22.98
08/05/2022 23:00;6.86;8.12;3.50;29.80;71.40;7.73;23.27;16.82;20.51;23.28
09/05/2022 00:00;14.42;7.58;2.81;27.77;60.35;8.50;20.06;14.51;19.51;21.88
09/05/2022 01:00;3.86;7.53;2.03;25.20;54.64;7.47;19.01;12.43;20.78;23.51
09/05/2022 02:00;3.35;7.24;1.95;20.33;52.63;8.03;18.22;11.25;20.25;22.57
09/05/2022 03:00;4.45;7.31;1.93;20.37;52.60;7.05;17.49;10.63;19.81;22.04
09/05/2022 04:00;3.30;7.42;1.90;#N/A;52.93;7.29;17.56;10.91;18.69;20.74
09/05/2022 05:00;3.95;7.87;2.45;26.07;57.38;8.09;18.84;13.37;19.29;21.67
09/05/2022 06:00;7.13;8.93;3.92;35.44;76.37;10.79;26.98;16.90;23.14;28.87
09/05/2022 07:00;9.24;10.85;4.71;45.44;103.87;12.60;35.42;26.24;25.22;33.32
09/05/2022 08:00;9.08;10.04;4.84;39.90;99.94;10.09;#N/A;27.54;30.87;37.05
09/05/2022 09:00;9.25;9.79;5.24;37.31;93.22;9.07;30.96;27.30;25.92;33.23
09/05/2022 10:00;9.78;9.47;5.23;34.09;91.46;9.62;29.74;27.01;25.19;32.94
09/05/2022 11:00;10.17;9.58;4.63;32.60;89.37;10.81;28.61;26.71;26.67;34.37
09/05/2022 12:00;9.73;9.80;5.06;37.61;87.26;10.16;26.76;27.42;26.11;33.22
09/05/2022 13:00;8.34;9.18;4.33;36.53;88.15;7.48;26.73;28.06;29.94;34.28
09/05/2022 14:00;9.11;8.64;3.44;34.17;83.69;8.64;25.44;24.66;30.63;32.32
09/05/2022 15:00;7.21;8.78;3.51;32.17;79.83;7.26;25.21;23.68;32.89;34.03
09/05/2022 16:00;6.98;8.81;3.55;34.34;77.97;9.01;25.20;23.06;23.93;30.85
09/05/2022 17:00;6.50;8.94;3.48;33.02;79.09;10.01;24.32;23.98;23.94;29.85
09/05/2022 18:00;6.33;9.10;3.90;36.49;84.51;10.63;27.43;23.57;21.60;26.55
09/05/2022 19:00;7.32;9.77;4.42;37.29;90.11;11.28;30.24;24.27;22.54;29.41
09/05/2022 20:00;7.19;9.82;4.53;41.81;93.36;9.62;30.47;24.42;22.69;29.99
09/05/2022 21:00;6.53;9.31;4.10;35.92;86.57;9.86;29.66;22.47;22.21;27.26
09/05/2022 22:00;5.12;8.73;3.04;32.54;75.06;8.54;24.87;19.06;21.91;25.36
09/05/2022 23:00;4.94;7.93;3.09;30.63;68.79;7.37;24.00;17.08;23.42;27.46
10/05/2022 00:00;4.47;7.52;2.72;26.19;60.23;7.24;20.65;14.18;20.90;23.63
10/05/2022 01:00;3.99;7.57;2.01;22.43;55.28;8.56;18.85;12.59;21.08;22.85
10/05/2022 02:00;15.90;7.22;1.85;20.16;53.74;7.81;17.71;11.35;21.27;23.14
10/05/2022 03:00;4.98;7.21;1.79;22.57;53.95;7.22;17.19;11.35;21.61;24.41
10/05/2022 04:00;4.10;7.30;1.96;25.76;54.01;7.28;17.58;11.08;20.16;21.82
10/05/2022 05:00;5.57;7.50;2.93;27.03;57.87;7.73;18.75;13.65;19.98;22.37
10/05/2022 06:00;8.03;9.21;4.35;36.11;79.05;11.03;25.39;18.31;20.63;26.36
10/05/2022 07:00;10.83;10.73;4.92;42.53;105.07;14.61;36.13;27.96;24.83;31.32
10/05/2022 08:00;8.59;10.04;5.34;44.04;101.88;9.62;35.62;29.10;30.04;34.94
10/05/2022 09:00;9.79;9.86;4.73;39.23;94.46;9.49;32.11;29.50;32.16;36.32
10/05/2022 10:00;9.30;9.16;4.04;34.71;87.17;9.49;28.95;28.56;31.88;34.27
10/05/2022 11:00;8.68;9.18;3.78;31.34;84.63;9.68;26.64;25.96;28.46;33.50
10/05/2022 12:00;8.76;9.64;3.95;37.12;86.56;8.46;28.06;26.18;24.69;30.84
10/05/2022 13:00;9.13;9.76;3.86;38.65;85.10;9.48;27.28;27.28;27.28;35.10
10/05/2022 14:00;10.32;9.88;3.61;35.82;83.79;8.51;26.48;25.49;30.43;33.27
10/05/2022 15:00;9.97;9.96;4.28;35.16;79.28;8.58;#N/A;24.82;26.53;32.58
10/05/2022 16:00;7.26;10.04;4.23;34.64;79.04;9.47;26.14;24.14;24.32;30.52
10/05/2022 17:00;7.69;10.33;4.71;33.69;82.17;8.24;26.29;24.30;24.77;31.35
10/05/2022 18:00;8.01;11.29;4.88;41.20;85.70;9.80;28.41;23.61;23.65;31.13
10/05/2022 19:00;8.44;11.55;6.36;39.96;92.74;11.18;30.74;24.44;23.74;30.96
10/05/2022 20:00;7.76;11.18;5.90;41.83;93.74;9.77;33.26;25.55;22.59;29.65
10/05/2022 21:00;5.94;9.73;4.33;36.10;87.45;8.14;28.19;23.76;22.02;28.25
10/05/2022 22:00;4.52;8.72;2.99;33.28;76.89;8.62;28.02;20.09;22.04;25.92
10/05/2022 23:00;3.51;8.26;2.58;27.26;69.81;8.22;25.55;18.10;21.23;24.47
11/05/2022 00:00;3.09;7.40;2.26;25.24;60.19;7.01;21.14;16.10;21.62;24.26
11/05/2022 01:00;2.67;7.57;1.97;19.52;54.59;7.74;18.85;17.32;20.37;23.52
11/05/2022 02:00;3.94;7.31;1.83;18.52;52.25;7.82;17.66;11.85;21.10;24.10
11/05/2022 03:00;4.17;7.15;2.48;20.25;52.17;7.57;17.97;11.79;20.82;23.40
11/05/2022 04:00;4.30;7.19;2.58;24.94;53.09;7.63;17.36;11.78;19.13;21.14
11/05/2022 05:00;4.97;7.78;3.60;28.28;58.62;8.13;19.79;13.72;21.20;22.60
11/05/2022 06:00;6.31;9.29;4.59;35.25;79.94;10.03;28.04;18.59;23.50;30.36
11/05/2022 07:00;9.20;11.18;5.48;43.68;106.91;12.86;37.25;28.13;25.99;34.91
11/05/2022 08:00;9.69;10.80;5.70;44.52;100.42;10.21;35.27;30.52;30.26;36.16
11/05/2022 09:00;9.80;10.37;5.61;39.86;93.80;10.17;31.98;28.24;26.12;33.00
11/05/2022 10:00;8.73;10.17;5.28;34.97;89.98;8.61;27.78;28.80;25.75;34.01
11/05/2022 11:00;9.71;9.60;4.88;35.04;85.27;9.15;28.23;26.44;31.61;35.31
11/05/2022 12:00;9.47;9.24;5.17;33.16;86.18;9.72;26.66;26.89;27.25;35.13
11/05/2022 13:00;8.30;9.26;4.95;34.10;83.61;8.58;28.18;26.58;30.80;34.02
11/05/2022 14:00;10.41;9.32;4.50;36.48;82.90;8.67;26.58;23.66;25.60;32.39
11/05/2022 15:00;10.67;9.17;4.68;32.55;81.13;10.75;25.91;22.73;24.69;29.94
11/05/2022 16:00;9.12;9.16;5.12;30.65;79.45;9.83;25.96;22.52;25.68;31.26
11/05/2022 17:00;7.99;9.60;5.71;27.26;80.95;9.24;26.83;23.96;24.71;31.34
11/05/2022 18:00;9.32;10.92;6.44;35.84;86.67;11.09;29.26;25.13;24.49;32.01
11/05/2022 19:00;12.65;12.81;6.35;40.86;93.12;12.12;33.58;24.36;24.79;32.96
11/05/2022 20:00;12.44;10.89;5.88;43.68;93.59;11.20;34.22;25.01;22.62;29.47
11/05/2022 21:00;11.20;10.12;4.47;37.66;86.77;11.01;30.25;22.42;20.84;26.68
11/05/2022 22:00;6.98;9.10;3.21;31.87;76.94;10.10;25.68;19.40;22.43;28.11
11/05/2022 23:00;6.22;8.01;3.20;28.90;68.91;8.58;23.53;17.23;22.87;26.01
12/05/2022 00:00;5.74;7.49;2.76;24.04;61.15;7.66;22.14;14.82;21.24;23.62
12/05/2022 01:00;5.52;7.73;1.95;19.82;54.76;7.75;19.12;12.04;20.50;22.15
12/05/2022 02:00;5.90;7.54;1.79;19.22;52.56;8.30;17.81;11.66;20.86;22.67
12/05/2022 03:00;5.76;7.47;1.80;21.70;51.99;7.21;17.32;11.28;21.45;24.23
12/05/2022 04:00;4.80;7.30;2.03;22.07;53.69;7.73;17.84;11.12;21.22;23.67
12/05/2022 05:00;5.51;7.84;3.34;24.45;58.16;7.66;19.88;12.68;20.65;23.45
12/05/2022 06:00;7.34;9.49;5.33;33.47;80.04;10.55;27.22;18.32;21.78;27.53
12/05/2022 07:00;9.64;11.90;7.06;40.94;106.61;14.44;36.82;28.00;24.24;32.15
12/05/2022 08:00;9.58;10.82;7.22;37.03;103.23;10.86;34.32;29.67;25.17;34.32
12/05/2022 09:00;9.69;10.26;6.05;40.15;93.70;10.98;32.89;29.23;25.52;34.25
12/05/2022 10:00;10.31;9.13;5.81;37.96;88.05;10.25;29.02;28.40;28.21;33.51
12/05/2022 11:00;10.47;9.82;6.18;37.56;85.52;9.51;27.03;27.01;32.00;34.51
12/05/2022 12:00;10.08;10.00;6.15;35.08;85.89;9.61;26.53;26.51;26.67;33.71
12/05/2022 13:00;9.98;9.70;4.77;35.05;84.34;8.11;27.54;27.00;34.84;36.54
12/05/2022 14:00;9.17;9.32;4.18;34.13;82.76;11.66;28.24;25.34;34.07;36.04
12/05/2022 15:00;8.70;9.29;4.54;34.96;80.73;10.32;25.54;23.52;27.92;31.97
12/05/2022 16:00;7.92;9.96;4.15;34.84;78.76;9.85;26.63;24.12;25.06;30.71
12/05/2022 17:00;9.85;9.98;4.66;34.24;81.13;11.10;26.73;23.72;25.34;30.75
12/05/2022 18:00;10.05;11.88;5.51;41.19;86.78;11.49;29.50;24.16;26.46;33.13
12/05/2022 19:00;9.26;12.21;5.41;39.91;90.91;12.44;33.12;23.89;24.56;31.59
12/05/2022 20:00;8.23;11.55;5.55;38.80;93.56;10.27;34.79;24.44;25.37;30.78
12/05/2022 21:00;6.58;9.84;4.64;36.61;86.41;10.63;31.27;22.66;23.06;27.46
12/05/2022 22:00;6.05;8.96;3.37;27.12;77.14;8.96;26.81;19.92;23.16;25.87
12/05/2022 23:00;6.23;7.92;3.43;22.32;70.26;8.87;24.39;17.45;22.43;24.31
13/05/2022 00:00;5.08;7.62;2.93;19.82;60.38;8.34;22.30;14.60;20.06;21.86
13/05/2022 01:00;4.93;7.83;2.05;21.66;54.56;7.88;19.54;12.25;21.62;23.25
13/05/2022 02:00;4.78;7.33;1.92;22.94;52.21;7.66;18.00;11.49;21.98;23.63
13/05/2022 03:00;5.28;7.19;2.45;22.53;51.62;7.87;17.77;11.04;22.98;24.69
13/05/2022 04:00;5.34;7.32;2.60;22.49;53.37;7.80;17.88;11.07;21.20;22.86
13/05/2022 05:00;5.17;7.89;3.94;26.99;58.16;8.36;19.10;12.11;20.47;22.15
13/05/2022 06:00;6.84;10.23;5.45;34.16;80.91;8.51;27.11;17.79;22.13;27.04
13/05/2022 07:00;9.41;10.95;6.05;39.90;106.53;12.28;36.59;27.47;26.18;34.04
13/05/2022 08:00;9.88;11.94;5.87;36.28;103.89;9.61;36.16;30.36;27.52;36.84
13/05/2022 09:00;9.85;10.92;5.19;37.70;95.42;11.00;33.86;28.32;28.22;37.51
13/05/2022 10:00;11.30;9.48;4.10;37.08;89.59;10.93;30.96;29.70;29.28;36.36
13/05/2022 11:00;9.44;9.84;4.16;31.59;85.19;10.98;28.84;26.67;32.58;34.85
13/05/2022 12:00;10.29;9.18;4.14;35.83;86.71;10.10;28.78;26.38;28.95;35.08
13/05/2022 13:00;10.88;9.74;4.39;35.18;84.02;12.76;29.13;27.40;26.98;32.49
13/05/2022 14:00;9.93;9.20;3.96;36.07;83.14;9.22;28.06;24.31;27.58;35.48
13/05/2022 15:00;8.69;9.71;4.11;34.93;81.40;10.82;26.03;23.36;25.19;32.30
13/05/2022 16:00;9.92;9.56;5.21;34.91;80.99;11.03;26.49;23.10;27.60;34.21
13/05/2022 17:00;10.57;10.47;6.03;38.86;82.69;10.05;28.90;22.54;25.27;31.38
13/05/2022 18:00;10.04;11.95;6.11;39.67;84.98;10.99;28.50;23.52;23.57;29.07
13/05/2022 19:00;10.59;12.80;5.56;42.83;86.04;12.63;31.13;24.15;23.64;29.92
13/05/2022 20:00;10.12;12.19;5.11;38.10;88.28;10.88;30.77;23.57;22.93;27.95
13/05/2022 21:00;8.89;10.55;4.37;28.28;81.48;10.65;28.35;21.40;22.80;28.37
13/05/2022 22:00;7.99;9.03;3.81;26.43;73.88;9.18;26.56;17.90;23.32;27.70
13/05/2022 23:00;6.75;8.47;4.04;25.04;69.10;8.25;23.85;17.77;23.24;25.34
14/05/2022 00:00;5.91;8.12;3.16;24.79;61.99;8.02;21.53;15.34;21.64;24.52
14/05/2022 01:00;5.68;8.20;2.42;22.21;55.74;7.80;20.30;13.12;21.09;22.51
14/05/2022 02:00;6.38;7.68;2.42;22.23;53.52;7.18;19.22;12.10;21.93;23.42
14/05/2022 03:00;6.88;7.55;2.31;21.92;52.89;8.11;18.00;11.46;22.66;23.80
14/05/2022 04:00;7.03;7.58;2.43;22.84;53.74;7.48;18.21;12.03;21.40;22.52
14/05/2022 05:00;6.79;8.04;3.56;20.75;55.96;7.23;20.24;12.81;22.25;23.95
14/05/2022 06:00;9.00;8.88;5.25;23.27;67.11;7.96;24.47;15.79;22.57;26.51
14/05/2022 07:00;10.16;10.23;5.61;32.13;82.85;12.58;30.09;21.72;24.54;30.76
14/05/2022 08:00;10.67;11.46;6.49;39.70;97.58;12.00;34.50;26.86;23.95;31.03
14/05/2022 09:00;10.43;11.27;6.22;45.84;103.29;11.78;36.87;28.98;22.99;29.59
14/05/2022 10:00;10.67;10.95;5.89;42.12;99.64;12.82;35.22;26.06;25.09;31.44
14/05/2022 11:00;9.46;11.32;6.16;44.57;94.50;10.61;31.38;25.64;24.57;30.71
14/05/2022 12:00;9.19;11.29;5.87;40.91;91.32;12.36;30.74;24.15;25.54;30.49
14/05/2022 13:00;9.57;10.61;5.20;41.22;88.55;11.90;30.72;24.40;24.91;28.86
14/05/2022 14:00;8.98;10.80;5.08;38.84;85.30;10.45;28.97;23.24;22.40;27.38
14/05/2022 15:00;9.21;10.56;5.23;#N/A;81.47;10.54;27.75;22.48;21.74;26.46
14/05/2022 16:00;8.67;9.98;5.76;34.72;79.31;10.43;27.88;22.10;21.74;26.13
14/05/2022 17:00;8.66;11.34;6.43;39.24;81.84;9.69;28.78;23.05;22.14;27.58
14/05/2022 18:00;9.38;11.62;6.62;36.49;82.48;9.46;31.69;23.54;23.92;27.88
14/05/2022 19:00;10.36;12.61;6.74;40.76;85.19;9.97;32.10;22.52;22.14;27.57
14/05/2022 20:00;9.53;10.64;6.21;38.94;83.97;9.74;31.60;21.39;21.82;27.27
14/05/2022 21:00;8.27;9.56;4.65;33.53;79.15;10.10;29.30;19.67;21.12;25.60
14/05/2022 22:00;8.04;9.23;3.75;23.41;72.71;8.01;26.12;17.86;21.78;24.91
14/05/2022 23:00;7.74;8.62;3.52;23.19;67.85;9.07;24.92;17.04;22.26;25.09
15/05/2022 00:00;6.90;8.11;2.69;26.32;61.05;8.24;21.66;15.03;20.50;22.51
15/05/2022 01:00;6.53;8.32;2.32;24.99;58.40;8.37;19.95;13.35;20.82;22.70
15/05/2022 02:00;6.83;7.63;2.31;23.53;54.04;7.87;19.24;12.34;20.93;22.80
15/05/2022 03:00;6.41;7.50;2.59;21.12;53.74;7.30;17.92;11.77;21.47;23.40
15/05/2022 04:00;5.76;7.62;2.77;23.14;53.30;8.10;18.22;11.69;19.72;21.35
15/05/2022 05:00;5.61;7.86;3.99;18.94;55.52;7.97;18.55;12.52;20.42;21.67
15/05/2022 06:00;7.31;9.20;5.06;21.80;64.15;8.19;22.42;14.36;21.44;23.24
15/05/2022 07:00;8.52;10.66;4.99;30.17;78.76;9.81;28.36;18.03;22.76;26.35
15/05/2022 08:00;9.49;12.12;6.83;37.86;95.57;12.18;32.39;24.24;22.86;29.49
15/05/2022 09:00;10.32;13.85;7.40;46.22;104.43;13.50;38.26;28.30;22.90;30.19
15/05/2022 10:00;10.82;13.89;7.48;45.08;100.98;10.29;35.25;26.47;22.27;28.84
15/05/2022 11:00;9.85;13.10;6.44;42.67;95.35;11.76;32.17;24.78;21.89;28.19
15/05/2022 12:00;9.95;12.47;5.85;38.01;89.99;11.09;31.18;22.97;21.45;26.78
15/05/2022 13:00;9.63;11.98;5.47;32.70;85.87;10.36;30.79;22.41;21.27;25.61
15/05/2022 14:00;9.28;11.40;5.35;29.53;79.42;9.62;28.26;21.73;20.92;25.06
15/05/2022 15:00;8.05;11.58;5.40;30.18;78.23;9.43;27.13;20.66;20.77;24.78
15/05/2022 16:00;8.07;11.80;5.64;37.47;77.86;9.89;26.70;20.96;21.42;24.96
15/05/2022 17:00;7.94;12.40;5.95;34.13;79.26;11.49;29.91;#N/A;21.12;26.17
15/05/2022 18:00;8.89;13.18;7.32;38.99;87.16;10.64;33.00;21.77;22.26;28.21
15/05/2022 19:00;10.43;14.57;7.99;43.05;92.63;10.65;34.40;23.20;21.65;26.95
15/05/2022 20:00;11.25;12.28;7.82;37.20;94.13;10.18;34.37;23.14;22.09;27.58
15/05/2022 21:00;11.06;10.76;6.23;30.75;86.48;10.62;31.68;21.25;20.55;24.87
15/05/2022 22:00;8.28;10.06;5.39;32.11;77.31;8.40;27.92;20.22;20.75;23.71
15/05/2022 23:00;9.80;8.50;3.87;28.67;71.00;8.31;25.27;17.81;23.74;26.12
16/05/2022 00:00;15.77;7.92;3.16;24.58;61.46;7.40;20.99;15.28;21.29;22.30
